condition,drug_name,review_count,average_rating,total_useful_count,positive_reviews,mixed_reviews,negative_reviews,positive_rate,quality_flags
dietary supplementation,coq10,1,10.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
dietary supplementation,lovaza,1,10.00,70,1,0,0,1.000,patient_reported_not_prescribing_guidance
dietary supplementation,magnesium gluconate,1,10.00,21,1,0,0,1.000,patient_reported_not_prescribing_guidance
dietary supplementation,amino acids,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
dietary supplementation,diosmiplex,1,9.00,4,1,0,0,1.000,patient_reported_not_prescribing_guidance
dietary supplementation,vasculera,1,9.00,4,1,0,0,1.000,patient_reported_not_prescribing_guidance
dietary supplementation,dehydroepiandrosterone,1,8.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
dietary supplementation,magnesium aspartate,1,7.00,2,0,1,0,0.000,patient_reported_not_prescribing_guidance
dietary supplementation,zinc gluconate,1,7.00,9,0,1,0,0.000,patient_reported_not_prescribing_guidance
dietary supplementation,cholecalciferol folic acid,1,5.00,0,0,1,0,0.000,patient_reported_not_prescribing_guidance
dietary supplementation,ortho d,1,5.00,0,0,1,0,0.000,patient_reported_not_prescribing_guidance
dietary supplementation,schiff move free,1,5.00,10,0,1,0,0.000,patient_reported_not_prescribing_guidance
dietary supplementation,"hair, skin & nails",1,3.00,13,0,0,1,0.000,patient_reported_not_prescribing_guidance
dietary supplementation,cosamin ds,1,1.00,3,0,0,1,0.000,patient_reported_not_prescribing_guidance
dietary supplementation,glutamine,1,1.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
dietary supplementation,theratears nutrition,1,1.00,4,0,0,1,0.000,patient_reported_not_prescribing_guidance
dissociative identity disorde,sertraline,1,10.00,37,1,0,0,1.000,patient_reported_not_prescribing_guidance
dissociative identity disorde,venlafaxine,1,8.00,15,1,0,0,1.000,patient_reported_not_prescribing_guidance
diverticulitis,metronidazole,104,7.05,4088,55,34,15,0.529,patient_reported_not_prescribing_guidance
diverticulitis,flagyl,44,6.93,2382,25,11,8,0.568,patient_reported_not_prescribing_guidance
diverticulitis,ciprofloxacin,11,4.91,239,3,3,5,0.273,patient_reported_not_prescribing_guidance
diverticulitis,cipro,5,6.40,195,2,2,1,0.400,patient_reported_not_prescribing_guidance
diverticulitis,bactrim ds,1,8.00,95,1,0,0,1.000,patient_reported_not_prescribing_guidance
diverticulitis,sulfamethoxazole trimethoprim,1,8.00,95,1,0,0,1.000,patient_reported_not_prescribing_guidance
dry eye disease,lifitegrast,82,5.61,1172,36,10,36,0.439,patient_reported_not_prescribing_guidance
dry eye disease,xiidra,78,5.60,1172,34,10,34,0.436,patient_reported_not_prescribing_guidance
dry eye disease,ocular lubricant,12,2.83,55,2,1,9,0.167,patient_reported_not_prescribing_guidance
dry eye disease,lacrisert,3,5.67,8,1,1,1,0.333,patient_reported_not_prescribing_guidance
dry eye disease,systane,3,1.00,38,0,0,3,0.000,patient_reported_not_prescribing_guidance
dry eye disease,systane ultra,2,1.00,8,0,0,2,0.000,patient_reported_not_prescribing_guidance
dry eye disease,genteal,1,1.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
dry eye disease,oasis tears,1,1.00,1,0,0,1,0.000,patient_reported_not_prescribing_guidance
dry eye disease,refresh liquigel,1,1.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
dry skin,emollients,28,6.64,309,18,1,9,0.643,patient_reported_not_prescribing_guidance
dry skin,epiceram,12,8.00,252,10,0,2,0.833,patient_reported_not_prescribing_guidance
dry skin,urea,7,9.43,143,7,0,0,1.000,patient_reported_not_prescribing_guidance
dry skin,biafine,4,10.00,39,4,0,0,1.000,patient_reported_not_prescribing_guidance
dry skin,ammonium lactate,4,9.75,147,4,0,0,1.000,patient_reported_not_prescribing_guidance
dry skin,x-viate,3,9.33,108,3,0,0,1.000,patient_reported_not_prescribing_guidance
dry skin,dexpanthenol,1,10.00,16,1,0,0,1.000,patient_reported_not_prescribing_guidance
dry skin,kerafoam,1,10.00,21,1,0,0,1.000,patient_reported_not_prescribing_guidance
dry skin,lac-hydrin,1,10.00,58,1,0,0,1.000,patient_reported_not_prescribing_guidance
dry skin,lanolin,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
dry skin,nutraplus,1,9.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
dry skin,bag balm,1,8.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
dry skin,aveeno,1,7.00,0,0,1,0,0.000,patient_reported_not_prescribing_guidance
dry skin,blistex lip balm,1,1.00,1,0,0,1,0.000,patient_reported_not_prescribing_guidance
dry skin,eletone,1,1.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
dumping syndrome,cholestyramine,6,9.67,228,6,0,0,1.000,patient_reported_not_prescribing_guidance
dumping syndrome,methscopolamine,1,10.00,7,1,0,0,1.000,patient_reported_not_prescribing_guidance
dumping syndrome,pamine,1,10.00,7,1,0,0,1.000,patient_reported_not_prescribing_guidance
duodenal ulce,sucralfate,6,9.50,341,6,0,0,1.000,patient_reported_not_prescribing_guidance
duodenal ulce,carafate,3,9.33,244,3,0,0,1.000,patient_reported_not_prescribing_guidance
duodenal ulce,pantoprazole,3,6.67,67,2,0,1,0.667,patient_reported_not_prescribing_guidance
duodenal ulce,atropine hyoscyamine phenobarbital scopolamine,2,9.50,19,2,0,0,1.000,patient_reported_not_prescribing_guidance
duodenal ulce,donnatal,2,9.50,19,2,0,0,1.000,patient_reported_not_prescribing_guidance
duodenal ulce,protonix,1,10.00,53,1,0,0,1.000,patient_reported_not_prescribing_guidance
duodenal ulce,aciphex,1,9.00,21,1,0,0,1.000,patient_reported_not_prescribing_guidance
duodenal ulce,omeprazole,1,9.00,16,1,0,0,1.000,patient_reported_not_prescribing_guidance
duodenal ulce,rabeprazole,1,9.00,21,1,0,0,1.000,patient_reported_not_prescribing_guidance
duodenal ulce,ranitidine,1,7.00,27,0,1,0,0.000,patient_reported_not_prescribing_guidance
duodenal ulce,zantac 150,1,7.00,27,0,1,0,0.000,patient_reported_not_prescribing_guidance
duodenal ulcer prophylaxis,esomeprazole,1,7.00,12,0,1,0,0.000,patient_reported_not_prescribing_guidance
duodenal ulcer prophylaxis,nexium,1,7.00,12,0,1,0,0.000,patient_reported_not_prescribing_guidance
dupuytren's contracture,collagenase clostridium histolyticum,1,1.00,2,0,0,1,0.000,patient_reported_not_prescribing_guidance
dupuytren's contracture,xiaflex,1,1.00,2,0,0,1,0.000,patient_reported_not_prescribing_guidance
dysautonomia,pyridostigmine,5,7.00,32,3,1,1,0.600,patient_reported_not_prescribing_guidance
dysautonomia,midodrine,4,9.25,127,4,0,0,1.000,patient_reported_not_prescribing_guidance
dysautonomia,mestinon,4,6.50,25,2,1,1,0.500,patient_reported_not_prescribing_guidance
dysautonomia,alprazolam,3,9.33,45,3,0,0,1.000,patient_reported_not_prescribing_guidance
dysautonomia,xanax xr,1,10.00,38,1,0,0,1.000,patient_reported_not_prescribing_guidance
dysautonomia,fludrocortisone,1,9.00,10,1,0,0,1.000,patient_reported_not_prescribing_guidance
dysautonomia,proamatine,1,9.00,64,1,0,0,1.000,patient_reported_not_prescribing_guidance
dysautonomia,amitriptyline,1,8.00,8,1,0,0,1.000,patient_reported_not_prescribing_guidance
dysautonomia,paroxetine,1,8.00,16,1,0,0,1.000,patient_reported_not_prescribing_guidance
dysautonomia,paxil,1,8.00,16,1,0,0,1.000,patient_reported_not_prescribing_guidance
dysautonomia,nortriptyline,1,1.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
dyspareunia,ospemifene,8,7.88,201,5,2,1,0.625,patient_reported_not_prescribing_guidance
dyspareunia,osphena,8,7.88,201,5,2,1,0.625,patient_reported_not_prescribing_guidance
dystonia,baclofen,4,8.50,39,3,1,0,0.750,patient_reported_not_prescribing_guidance
dystonia,carbamazepine,3,6.00,13,2,0,1,0.667,patient_reported_not_prescribing_guidance
dystonia,botox,2,8.00,8,2,0,0,1.000,patient_reported_not_prescribing_guidance
dystonia,onabotulinumtoxina,2,8.00,8,2,0,0,1.000,patient_reported_not_prescribing_guidance
dystonia,botulinum toxin type b,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
dystonia,myobloc,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
dystonia,carbatrol,1,9.00,6,1,0,0,1.000,patient_reported_not_prescribing_guidance
dystonia,tegretol,1,1.00,6,0,0,1,0.000,patient_reported_not_prescribing_guidance
dysuria,phenazopyridine,44,6.89,646,26,5,13,0.591,patient_reported_not_prescribing_guidance
dysuria,uricalm,10,8.20,223,8,0,2,0.800,patient_reported_not_prescribing_guidance
dysuria,pyridium,10,6.80,199,7,0,3,0.700,patient_reported_not_prescribing_guidance
dysuria,azo-standard,6,8.17,113,3,3,0,0.500,patient_reported_not_prescribing_guidance
dysuria,oxybutynin,1,9.00,20,1,0,0,1.000,patient_reported_not_prescribing_guidance
dysuria,uristat,1,9.00,24,1,0,0,1.000,patient_reported_not_prescribing_guidance
ear wax impaction,carbamide peroxide,3,1.00,16,0,0,3,0.000,patient_reported_not_prescribing_guidance
ear wax impaction,debrox,2,1.00,11,0,0,2,0.000,patient_reported_not_prescribing_guidance
ectopic pregnancy,methotrexate,3,8.00,20,1,2,0,0.333,patient_reported_not_prescribing_guidance
eczema,mometasone,22,9.14,469,20,0,2,0.909,patient_reported_not_prescribing_guidance
eczema,elocon,15,9.33,419,14,0,1,0.933,patient_reported_not_prescribing_guidance
eczema,dupilumab,15,8.47,288,12,2,1,0.800,patient_reported_not_prescribing_guidance
eczema,elidel,15,7.67,250,9,5,1,0.600,patient_reported_not_prescribing_guidance
eczema,pimecrolimus,15,7.67,250,9,5,1,0.600,patient_reported_not_prescribing_guidance
eczema,dupixent,14,8.36,284,11,2,1,0.786,patient_reported_not_prescribing_guidance
eczema,desonide,10,9.70,232,10,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,prednisone,8,7.62,295,6,0,2,0.750,patient_reported_not_prescribing_guidance
eczema,desoximetasone,6,8.17,77,5,0,1,0.833,patient_reported_not_prescribing_guidance
eczema,halobetasol,5,9.40,63,5,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,hydrocortisone,4,9.25,23,3,1,0,0.750,patient_reported_not_prescribing_guidance
eczema,cordran tape,2,10.00,17,2,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,flurandrenolide,2,10.00,17,2,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,desowen,2,9.50,67,2,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,ultravate,2,9.50,43,2,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,ranitidine,2,6.50,51,1,0,1,0.500,patient_reported_not_prescribing_guidance
eczema,clobetasol,1,10.00,8,1,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,clobex,1,10.00,8,1,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,clocortolone,1,10.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,cloderm,1,10.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,desonate,1,10.00,17,1,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,dexamethasone,1,10.00,4,1,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,halcinonide,1,10.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,halog-e,1,10.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,triamcinolone,1,10.00,14,1,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,zantac,1,10.00,44,1,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,azathioprine,1,9.00,58,1,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,diflorasone,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,imuran,1,9.00,58,1,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,psorcon e,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,methotrexate,1,8.00,46,1,0,0,1.000,patient_reported_not_prescribing_guidance
eczema,cyclosporine,1,6.00,1,0,1,0,0.000,patient_reported_not_prescribing_guidance
eczema,deltasone,1,1.00,58,0,0,1,0.000,patient_reported_not_prescribing_guidance
edema,furosemide,32,7.53,2052,16,12,4,0.500,patient_reported_not_prescribing_guidance
edema,lasix,15,7.60,1360,9,4,2,0.600,patient_reported_not_prescribing_guidance
edema,hydrochlorothiazide triamterene,11,5.82,271,6,1,4,0.545,patient_reported_not_prescribing_guidance
edema,spironolactone,4,9.00,116,4,0,0,1.000,patient_reported_not_prescribing_guidance
edema,hydrochlorothiazide,4,8.50,191,3,1,0,0.750,patient_reported_not_prescribing_guidance
edema,bumetanide,4,7.75,29,3,0,1,0.750,patient_reported_not_prescribing_guidance
edema,triamterene,4,6.00,100,2,1,1,0.500,patient_reported_not_prescribing_guidance
edema,acetazolamide,3,8.33,36,2,1,0,0.667,patient_reported_not_prescribing_guidance
edema,metolazone,3,8.00,126,2,1,0,0.667,patient_reported_not_prescribing_guidance
edema,zaroxolyn,3,8.00,126,2,1,0,0.667,patient_reported_not_prescribing_guidance
edema,torsemide,2,10.00,51,2,0,0,1.000,patient_reported_not_prescribing_guidance
edema,diamox sequels,2,8.00,33,1,1,0,0.500,patient_reported_not_prescribing_guidance
edema,chlorthalidone,2,5.50,63,1,0,1,0.500,patient_reported_not_prescribing_guidance
edema,bumex,1,10.00,20,1,0,0,1.000,patient_reported_not_prescribing_guidance
edema,chlorothiazide,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
edema,demadex,1,10.00,37,1,0,0,1.000,patient_reported_not_prescribing_guidance
edema,maxzide,1,10.00,40,1,0,0,1.000,patient_reported_not_prescribing_guidance
edema,aldactazide,1,9.00,29,1,0,0,1.000,patient_reported_not_prescribing_guidance
edema,dyazide,1,9.00,41,1,0,0,1.000,patient_reported_not_prescribing_guidance
edema,hydrochlorothiazide spironolactone,1,9.00,29,1,0,0,1.000,patient_reported_not_prescribing_guidance
edema,pamabrom,1,9.00,6,1,0,0,1.000,patient_reported_not_prescribing_guidance
edema,dyrenium,1,8.00,12,1,0,0,1.000,patient_reported_not_prescribing_guidance
edema,edecrin,1,8.00,8,1,0,0,1.000,patient_reported_not_prescribing_guidance
edema,ethacrynic acid,1,8.00,8,1,0,0,1.000,patient_reported_not_prescribing_guidance
ehrlichiosis,doxycycline,2,7.50,4,1,1,0,0.500,patient_reported_not_prescribing_guidance
emale infertility,clomiphene,35,7.71,2907,23,5,7,0.657,patient_reported_not_prescribing_guidance
emale infertility,clomid,28,8.29,2851,21,3,4,0.750,patient_reported_not_prescribing_guidance
emale infertility,metformin,5,7.20,119,3,1,1,0.600,patient_reported_not_prescribing_guidance
emale infertility,femara,1,10.00,75,1,0,0,1.000,patient_reported_not_prescribing_guidance
emale infertility,letrozole,1,10.00,75,1,0,0,1.000,patient_reported_not_prescribing_guidance
emale infertility,leuprolide,1,9.00,11,1,0,0,1.000,patient_reported_not_prescribing_guidance
emale infertility,lupron,1,9.00,11,1,0,0,1.000,patient_reported_not_prescribing_guidance
emergency contraception,levonorgestrel,1566,8.59,21690,1298,109,159,0.829,patient_reported_not_prescribing_guidance
emergency contraception,plan b,754,8.77,9213,641,47,66,0.850,patient_reported_not_prescribing_guidance
emergency contraception,plan b one-step,524,8.77,10660,441,43,40,0.842,patient_reported_not_prescribing_guidance
emergency contraception,aftera,68,7.25,493,47,3,18,0.691,patient_reported_not_prescribing_guidance
emergency contraception,ulipristal,67,7.16,581,42,9,16,0.627,patient_reported_not_prescribing_guidance
emergency contraception,ella,64,7.03,581,39,9,16,0.609,patient_reported_not_prescribing_guidance
emergency contraception,next choice,41,8.22,568,34,2,5,0.829,patient_reported_not_prescribing_guidance
emergency contraception,my way,19,8.26,116,15,2,2,0.789,patient_reported_not_prescribing_guidance
emergency contraception,econtra ez,5,4.20,20,1,1,3,0.200,patient_reported_not_prescribing_guidance
emergency contraception,take action,3,9.33,4,3,0,0,1.000,patient_reported_not_prescribing_guidance
emergency contraception,opcicon one-step,3,7.67,14,2,0,1,0.667,patient_reported_not_prescribing_guidance
emergency contraception,fallback solo,1,8.00,10,1,0,0,1.000,patient_reported_not_prescribing_guidance
endometrial cance,anastrozole,4,7.75,110,3,1,0,0.750,patient_reported_not_prescribing_guidance
endometrial cance,megestrol,3,7.67,76,2,0,1,0.667,patient_reported_not_prescribing_guidance
endometrial cance,megace,2,6.50,72,1,0,1,0.500,patient_reported_not_prescribing_guidance
endometrial cance,arimidex,1,8.00,42,1,0,0,1.000,patient_reported_not_prescribing_guidance
endometrial hyperplasia,megestrol,6,5.67,107,2,2,2,0.333,patient_reported_not_prescribing_guidance
endometrial hyperplasia,megace,3,5.67,81,1,1,1,0.333,patient_reported_not_prescribing_guidance
"endometrial hyperplasia, prophylaxis",medroxyprogesterone,2,9.00,10,2,0,0,1.000,patient_reported_not_prescribing_guidance
"endometrial hyperplasia, prophylaxis",progesterone,2,8.50,13,1,1,0,0.500,patient_reported_not_prescribing_guidance
"endometrial hyperplasia, prophylaxis",depo-provera,1,9.00,6,1,0,0,1.000,patient_reported_not_prescribing_guidance
endometriosis,leuprolide,94,5.74,2053,41,20,33,0.436,patient_reported_not_prescribing_guidance
endometriosis,lupron depot,71,5.92,1663,32,16,23,0.451,patient_reported_not_prescribing_guidance
endometriosis,ethinyl estradiol levonorgestrel,69,5.99,572,30,13,26,0.435,patient_reported_not_prescribing_guidance
endometriosis,medroxyprogesterone,52,6.08,1030,26,8,18,0.500,patient_reported_not_prescribing_guidance
endometriosis,ethinyl estradiol norethindrone,52,6.02,423,22,13,17,0.423,patient_reported_not_prescribing_guidance
endometriosis,depo-provera,45,6.27,1009,23,8,14,0.511,patient_reported_not_prescribing_guidance
endometriosis,ethinyl estradiol norgestimate,38,6.05,297,18,6,14,0.474,patient_reported_not_prescribing_guidance
endometriosis,seasonique,26,5.04,287,9,3,14,0.346,patient_reported_not_prescribing_guidance
endometriosis,norethindrone,25,5.88,404,12,2,11,0.480,patient_reported_not_prescribing_guidance
endometriosis,goserelin,23,6.17,493,10,6,7,0.435,patient_reported_not_prescribing_guidance
endometriosis,zoladex,23,6.17,493,10,6,7,0.435,patient_reported_not_prescribing_guidance
endometriosis,loestrin 24 fe,17,6.00,217,5,7,5,0.294,patient_reported_not_prescribing_guidance
endometriosis,lupron,15,5.27,355,6,2,7,0.400,patient_reported_not_prescribing_guidance
endometriosis,sprintec,12,6.00,94,7,1,4,0.583,patient_reported_not_prescribing_guidance
endometriosis,microgestin fe 1 20,9,6.67,92,5,2,2,0.556,patient_reported_not_prescribing_guidance
endometriosis,loseasonique,8,7.88,57,5,2,1,0.625,patient_reported_not_prescribing_guidance
endometriosis,etonogestrel,8,4.12,2,1,3,4,0.125,patient_reported_not_prescribing_guidance
endometriosis,ortho tri-cyclen lo,8,4.00,101,2,0,6,0.250,patient_reported_not_prescribing_guidance
endometriosis,ethinyl estradiol norgestrel,7,6.71,44,4,1,2,0.571,patient_reported_not_prescribing_guidance
endometriosis,cryselle,6,6.33,30,3,1,2,0.500,patient_reported_not_prescribing_guidance
endometriosis,levora,6,5.17,33,2,1,3,0.333,patient_reported_not_prescribing_guidance
